text,emotion,bias/distortion,context,feedback/insight,behavioral_recommendation,progress_tracking,motivation,perception,habit,social_influence,attention,memory,trust,past_experience,decision_making,adaptive_behavior,identity,situational_trigger,cultural,text_clean,text_length,word_count,polarity,subjectivity,TextBlob_Analysis,cogdist_keyword_count,neg_emotion_word_count,tfidf_always,tfidf_never,tfidf_cant,tfidf_im,tfidf_feel,tfidf_everyone,tfidf_nothing,tfidf_must,tfidf_job,tfidf_family,tfidf_relationship,tfidf_think,tfidf_work,tfidf_career,tfidf_need,tfidf_should,date,big5_openness,big5_conscientiousness,big5_extraversion,big5_agreeableness,big5_neuroticism,quirk_cluster,peer_group,detected_distortions,distortion_count
"""I got feedback that my project needs revision before final approval. I put everything into this and it's still not good enough. I'll never meet the standards expected here no matter how hard I try.""",disappointment,"discounting the positive, always/never thinking",workplace,Improvement feedback with absolute inadequacy conclusion,Break down feedback into actionable items while acknowledging progress,Professional growth challenge,Achievement motivation,Negatively biased performance perception,Perfectionist expectation pattern,Perceived professional inadequacy,Focus on perceived failure,Selective recall of criticism,Diminished trust in professional capability,Similar past performance feedback,Career decisions influenced by perfectionism,Difficulty incorporating constructive feedback,Inadequate professional identity forming,Performance evaluation situation,Excellence standards internalized,got feedback project need revision final approval put everything still good enough ill never meet standard expected matter hard try,131,20,-0.02738095238095239,0.5773809523809524,Negative,1,0,0.0,0.6096448560914767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7926746807115782,0.0,2026-03-25,0,0,1,0,0,2,0,['catastrophizing'],1
"""My investment lost 15% of its value this month. I'm terrible with money and always make the wrong financial decisions. I should just accept that I'll never be financially secure.""",regret,"labeling, always/never thinking",financial,Market fluctuation with personal inadequacy attribution,Consult financial advisor while researching market patterns,Financial management challenge,Security motivation,Fixed financial ability perception,Self-critical financial pattern,Financial success comparison,Focus on short-term loss,Selective recall of financial missteps,Diminished trust in financial judgment,Similar past financial disappointments,Financial decisions influenced by defeat,Difficulty maintaining long-term perspective,Financially inept identity forming,Investment fluctuation situation,Financial acumen valued,investment lost value month im terrible money always make wrong financial decision accept ill never financially secure,118,17,-0.44000000000000006,0.7,Negative,2,0,0.7221902359904727,0.5868448594799957,0.0,0.3661343659668256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-03-26,0,0,0,0,0,4,0,"['overgeneralization', 'catastrophizing']",2
"""My date hasn't suggested a second meetup after three days. I thought we had a great connection, but clearly they didn't feel the same way. Dating is always like this for me - initial interest that quickly fades.""",rejection,"jumping to conclusions, always/never thinking",dating,Communication timing with personal rejection interpretation,Initiate casual follow-up while maintaining dating perspective,Dating process challenge,Connection motivation,Negatively biased dating perception,Rejection anticipation pattern,Dating norm uncertainty,Focus on communication gap,Selective recall of dating disappointments,Diminished trust in romantic appeal,Similar past dating experiences,Dating decisions influenced by rejection expectation,Difficulty maintaining dating resilience,Undesirable partner identity forming,Dating communication situation,Romantic reciprocity valued,date hasnt suggested second meetup three day thought great connection clearly didnt feel way dating always like initial interest quickly fade,141,21,0.24666666666666667,0.32666666666666666,Positive,1,0,0.8477575163437763,0.0,0.0,0.0,0.5303840056813856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-03-27,0,0,0,0,0,3,0,['catastrophizing'],1
"""My proposal for the new marketing strategy was completely ignored in the meeting while my colleague's similar idea received immediate praise. This always happens to me - nobody values my contributions.""",resentment,selective attention,workplace,Recognition of perceived inequity without generalizing to all situations,Document communication patterns while seeking constructive feedback channels,Professional challenge assessment,Recognition motivation,Workplace devaluation perception,Pattern-seeking behavior,Group dynamics influence,Focused attention on negative interactions,Creation of perceived inequity memory,Diminished trust in team recognition,Integration with previous workplace experiences,Self-protective decision making,Adaptation to perceived workplace dynamics,Undervalued team member identity formation,Professional oversight situation,Workplace fairness valued,proposal new marketing strategy completely ignored meeting colleague similar idea received immediate praise always happens nobody value contribution,148,18,0.07878787878787878,0.41818181818181815,Positive,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-03-28,0,0,0,0,0,2,0,"['overgeneralization', 'catastrophizing']",2
"""I've been saving for this vacation for three years, and now that I'm finally here at the beach resort, it's been raining for four straight days. This trip is a complete disaster and waste of money.""",disappointment,magnification,travel,Recognition of legitimate disappointment without catastrophizing entire experience,Explore alternative activities while maintaining flexibility for weather changes,Expectation adjustment process,Enjoyment motivation,Thwarted anticipation perception,Rigid expectation setting,Travel review influence,Hyper-focus on weather limitations,Creation of expectation-reality contrast memory,Diminished trust in travel planning,Limited relevant past experiences,Adaptation-oriented decision making,Initial adjustment to uncontrollable circumstances,Leisure traveler identity challenged,Environmental limitation situation,Vacation experience valued,ive saving vacation three year im finally beach resort raining four straight day trip complete disaster waste money,115,18,0.02500000000000001,0.44999999999999996,Positive,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-03-29,0,0,0,0,0,0,0,"['overgeneralization', 'catastrophizing']",2
"""I forgot my lines during the community theater performance. The audience probably thought I was completely incompetent, and I'll never be cast in another production again.""",embarrassment,fortune-telling,public performance,Recognition of temporary discomfort without making unfounded predictions,Review performance holistically while maintaining perspective on single incident,Performance setback processing,Competence motivation,Public evaluation concern perception,Performance preparation habit,Audience presence influence,Focused attention on mistake,Creation of performance error memory,Diminished trust in performance reliability,Integration with performance history,Recovery-focused decision making,Adaptation to performance pressure,Performer identity challenged,Public error situation,Performance quality valued,forgot line community theater performance audience probably thought completely incompetent ill never cast another production,124,15,-0.425,0.6833333333333333,Negative,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-03-30,0,0,0,0,0,2,0,['catastrophizing'],1
"""Since moving to this new city six months ago, I haven't made any real friends. I'm clearly too boring or awkward for people here to want to connect with me.""",loneliness,labeling,social transition,Recognition of transition challenge without self-deprecating characterization,Expand social opportunities while developing measured expectations for relationship formation,Social network rebuilding process,Connection motivation,Social isolation perception,Social withdrawal tendency,New community dynamics,Heightened awareness of social interactions,Creation of social contrast memory,Cautious approach to new relationships,Comparison to previous social environment,Self-protective decision making,Adaptation to unfamiliar social landscape,Social self identity questioned,Geographic relocation situation,Social belonging valued,since moving new city six month ago havent made real friend im clearly boring awkward people want connect,105,18,-0.3159090909090909,0.6886363636363637,Negative,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-03-31,0,0,1,0,0,2,0,['none detected'],0
"""After three years of trying, we just found out we're expecting our first child. After so many negative pregnancy tests and disappointments, I'm afraid to believe this is really happening.""",cautious hope,emotional reasoning,parenthood journey,Recognition of legitimate fear based on past disappointment,Seek appropriate medical support while allowing incremental emotional investment,Family formation milestone,Protection motivation,Fragile possibility perception,Protective expectation management,Medical guidance influence,Vigilant attention to health indicators,Creation of milestone memory with anxiety,Cautious trust in pregnancy progression,Integration of fertility struggle history,Protection-oriented decision making,Adaptation to potential parenthood,Prospective parent identity emerging,Pregnancy after difficulty situation,Family formation valued,three year trying found expecting first child many negative pregnancy test disappointment im afraid believe really happening,124,17,-0.09166666666666667,0.45555555555555555,Negative,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-01,0,0,0,0,1,1,1,['overgeneralization'],1
"""I was passed over for promotion for the third time despite meeting all qualifications. I suspect discrimination is at play, but HR dismisses my concerns, making me question my perception of reality.""",gaslit,jumping to conclusions,workplace discrimination,Recognition of pattern without conclusive evidence of motivation,Document experiences while seeking external perspective and support,Workplace inequality assessment,Justice motivation,Systemic barrier perception,Documentation practice,Institutional power dynamics,Divided attention between self-doubt and advocacy,Creation of workplace inequality memory,Eroded trust in organizational fairness,Integration with workplace history,Strategic advancement decision making,Adaptation to organizational obstacles,Professional justice-seeker identity forming,Repeated career limitation situation,Workplace equality valued,passed promotion third time despite meeting qualification suspect discrimination play hr dismisses concern making question perception reality,141,17,0.0,0.0,Neutral,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-02,0,0,0,0,0,2,0,['none detected'],0
"""After rehabilitation from my stroke, I was able to walk my daughter down the aisle at her wedding. Though my gait was unsteady and I needed a cane, the determination to fulfill this promise kept me going through months of painful therapy.""",triumph,none,health recovery,Recognition of meaningful achievement through persistent effort,Continue rehabilitation while celebrating significant milestone,Recovery milestone achievement,Legacy motivation,Adversity overcome perception,Rehabilitation discipline,Family milestone influence,Present-focused attention during significant moment,Creation of victory over adversity memory,Increased trust in recovery process,Integration of rehabilitation journey,Value-driven decision making,Successful adaptation to physical limitation,Resilient parent identity reinforced,Meaningful family event situation,Family commitment valued,rehabilitation stroke able walk daughter aisle wedding though gait unsteady needed cane determination fulfill promise kept going month painful therapy,150,20,-0.09999999999999998,0.7625,Negative,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-03,0,0,0,0,0,0,0,['none detected'],0
"""My teenage son just told me he hates me and wishes he had a different parent. I know adolescence is challenging, but his words cut deeply and make me question everything about my parenting.""",hurt,emotional reasoning,parenting conflict,Recognition of emotional impact without interpreting as factual assessment,Maintain consistent boundaries while providing space for emotion,Parent-adolescent relationship challenge,Connection motivation,Relational rupture perception,Emotional regulation practice,Developmental stage influence,Focused attention on relationship dynamics,Creation of parenting challenge memory,Temporary strain in parent-child bond,Integration with parenting journey,Stabilizing decision making,Adaptation to developmental conflict,Caring parent identity challenged,Adolescent conflict situation,Family communication valued,teenage son told hate wish different parent know adolescence challenging word cut deeply make question everything parenting,123,17,-0.06000000000000001,0.58,Negative,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-04,0,0,0,0,0,4,0,['overgeneralization'],1
"""I just received anonymous hate mail criticizing my recent art exhibition as 'pretentious garbage.' I spent two years creating that collection and now feel exposed and vulnerable about sharing my work publicly.""",vulnerability,mental filtering,creative criticism,Recognition of negative feedback without dismissing positive reception,Review feedback holistically while maintaining creative vision,Creative resilience challenge,Expression motivation,Creative vulnerability perception,Creative risk-taking,Anonymous criticism impact,Heightened sensitivity to reception,Creation of creative vulnerability memory,Cautious approach to public sharing,Integration with artistic development,Expression-oriented decision making,Adaptation to public creative exposure,Artist identity challenged,Public criticism situation,Artistic expression valued,received anonymous hate mail criticizing recent art exhibition pretentious garbage spent two year creating collection feel exposed vulnerable sharing work publicly,163,21,-0.2833333333333334,0.4194444444444445,Negative,0,0,0.0,0.0,0.0,0.0,0.5964186349945292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8026735400094254,0.0,0.0,0.0,2026-04-05,1,0,0,0,0,2,0,['none detected'],0
"""I've been sober for one year today after struggling with alcohol dependency for a decade. While proud of this milestone, I'm acutely aware of how my addiction damaged relationships that may never be repaired.""",bittersweet accomplishment,none,recovery,Recognition of progress alongside acknowledgment of consequences,Celebrate achievement while pursuing appropriate relationship repair,Recovery milestone achievement,Healing motivation,Complex achievement perception,Sobriety maintenance discipline,Recovery community influence,Balanced attention to progress and damage,Creation of recovery milestone memory,Increased trust in recovery capacity,Integration of addiction history,Amends-oriented decision making,Successful adaptation to sobriety,Recovering person identity strengthening,Recovery anniversary situation,Personal accountability valued,ive sober one year today struggling alcohol dependency decade proud milestone im acutely aware addiction damaged relationship may never repaired,144,20,0.3833333333333333,0.48333333333333334,Positive,1,0,0.0,0.5972801632862059,0.0,0.37264498505300714,0.0,0.0,0.0,0.0,0.0,0.0,0.7102056896840853,0.0,0.0,0.0,0.0,0.0,2026-04-06,0,0,0,0,0,0,0,['catastrophizing'],1
"""My investment in cryptocurrency tripled overnight after a major market shift. While excited about the windfall, I can't help thinking I should have invested more and am missing out on even greater returns.""",regretful satisfaction,counterfactual thinking,financial gain,Recognition of positive outcome without dwelling on hypothetical alternatives,Develop systematic investment strategy while appreciating actual gains,Financial gain milestone,Security motivation,Opportunity-threat perception,Financial comparison tendency,Market volatility influence,Divided attention between actual and potential outcomes,Creation of financial opportunity memory,Complex trust in market dynamics,Limited relevant past experiences,Risk-assessment decision making,Adaptation to financial opportunity,Investor identity developing,Unexpected gain situation,Financial success valued,investment cryptocurrency tripled overnight major market shift excited windfall cant help thinking invested missing even greater return,135,17,0.184375,0.45,Positive,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-07,0,0,0,0,0,2,0,"['overgeneralization', 'mind reading']",2
"""Everyone at work received a performance bonus except me. My manager claims it's based on metrics I didn't meet, but won't specify which ones. I've worked harder than anyone and feel completely devalued.""",indignation,personalization,workplace inequity,Recognition of perceived injustice without assuming malicious intent,Seek specific feedback while maintaining professional communication,Workplace relationship challenge,Fairness motivation,Professional devaluation perception,Performance documentation habit,Organizational reward system,Focused attention on comparative treatment,Creation of workplace inequity memory,Diminished trust in management fairness,Integration with employment history,Information-seeking decision making,Adaptation to feedback limitations,Hardworking employee identity threatened,Reward inequality situation,Workplace merit valued,everyone work received performance bonus except manager claim based metric didnt meet wont specify one ive worked harder anyone feel completely devalued,152,22,0.0,0.2,Neutral,1,0,0.0,0.0,0.0,0.0,0.4557919047492811,0.6449618980500719,0.0,0.0,0.0,0.0,0.0,0.0,0.6134149408260863,0.0,0.0,0.0,2026-04-08,0,0,1,0,0,0,0,['overgeneralization'],1
"""After months of sending applications, I finally landed an interview for my dream job. Now that it's scheduled, I'm convinced they'll immediately see I'm underqualified and regret calling me.""",impostor syndrome,fortune-telling,career opportunity,Recognition of opportunity without predicting negative outcome,Prepare thoroughly while challenging negative assumptions,Career development opportunity,Achievement motivation,Self-doubt perception,Self-critical evaluation,Professional standard perception,Focused attention on perceived inadequacies,Creation of opportunity-anxiety memory,Diminished trust in professional qualifications,Selective focus on past limitations,Self-protective decision making,Adaptation to professional evaluation,Competent professional identity questioned,Professional evaluation situation,Professional competence valued,month sending application finally landed interview dream job scheduled im convinced theyll immediately see im underqualified regret calling,139,18,0.0,1.0,Neutral,0,0,0.0,0.0,0.0,0.7023167563436837,0.0,0.0,0.0,0.0,0.7118645754347429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-09,0,0,0,0,0,1,0,['overgeneralization'],1
"""I just discovered my teenager has been secretly self-harming for months. Despite our close relationship, I had no idea they were suffering so deeply. I feel completely blindsided and terrified.""",shock,none,family crisis,Recognition of serious situation requiring immediate attention,Seek professional guidance while maintaining supportive presence,Family crisis intervention process,Protection motivation,Parental awareness limitation perception,Family communication pattern,Mental health awareness,Hypervigilance to warning signs,Creation of parenting crisis memory,Complex trust in parent-child communication,Limited relevant past experiences,Intervention-focused decision making,Adaptation to child's hidden suffering,Protective parent identity challenged,Child mental health crisis situation,Family wellbeing valued,discovered teenager secretly selfharming month despite close relationship idea suffering deeply feel completely blindsided terrified,132,15,-0.10000000000000002,0.5,Negative,0,0,0.0,0.0,0.0,0.0,0.5435133866092134,0.0,0.0,0.0,0.0,0.0,0.8394004995093723,0.0,0.0,0.0,0.0,0.0,2026-04-10,0,0,0,0,0,2,0,['none detected'],0
"""After years of struggling with infertility, we've decided to stop treatment and pursue adoption instead. While I'm grieving the biological children we won't have, I'm also feeling a new sense of possibility.""",complex grief,none,family planning transition,Recognition of meaningful loss alongside new opportunity,Process grief while exploring new family formation pathway,Family formation transition,Nurturing motivation,Life path redirection perception,Adaptation to limitations,Medical guidance influence,Balanced attention to loss and possibility,Creation of life transition memory,Complex trust in alternative pathways,Integration of fertility journey,Values-aligned decision making,Adaptation to family planning redirection,Parent identity transformation,Family planning redirection situation,Family formation valued,year struggling infertility weve decided stop treatment pursue adoption instead im grieving biological child wont im also feeling new sense possibility,151,21,0.13636363636363635,0.45454545454545453,Positive,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-11,0,0,0,0,0,1,0,['none detected'],0
"""I was passed over for a promotion that went to a less experienced colleague. My boss said they 'showed more leadership potential,' but I know it's because they socialize with management after hours and I don't have time for that with my family obligations.""",resentment,fundamental attribution error,workplace competition,Recognition of complex factors in promotion decisions without reducing to single cause,Seek specific performance feedback while evaluating work-life balance priorities,Career advancement obstacle,Justice motivation,Perceived unfairness in workplace systems,Work-life boundary maintenance,Informal workplace networking dynamics,Focused attention on perceived injustice,Creation of professional disappointment memory,Diminished trust in organizational meritocracy,Pattern recognition from past career experiences,Self-advocacy decision making,Adaptation to promotional setback,Professional identity challenged,Workplace inequality situation,Workplace fairness valued,passed promotion went less experienced colleague bos said showed leadership potential know socialize management hour dont time family obligation,144,19,0.21111111111111114,0.6555555555555556,Positive,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-12,0,0,0,0,0,2,0,['none detected'],0
"""I finally achieved my goal weight after two years of consistent exercise and nutrition changes. When I shared my accomplishment, several friends suggested I might have an eating disorder or was taking it 'too far.' I feel hurt that they can't just be happy for me.""",indignation,disqualifying the positive,health achievement,Recognition of personal accomplishment while considering different perspectives on health,Maintain healthy habits while setting boundaries with unsupportive feedback,Health transformation milestone,Wellness motivation,Misalignment between self and other perceptions,Consistent health discipline,Social judgment impact,Attention divided between achievement and defense,Creation of mixed achievement memory,Conflicted trust in social feedback,Integration of health transformation journey,Health autonomy-oriented decision making,Adaptation to social resistance,Healthier self identity affirmation,Achievement criticism situation,Individual transformation valued,finally achieved goal weight two year consistent exercise nutrition change shared accomplishment several friend suggested might eating disorder taking far feel hurt cant happy,175,24,0.22999999999999998,0.65,Positive,0,0,0.0,0.0,0.811369009762935,0.0,0.584534284705623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-13,0,1,1,0,0,2,0,['overgeneralization'],1
"""My teenager locked themselves in their room and refused to talk after I discovered they'd been skipping school. When I finally got them to open up, they shared they've been experiencing intense bullying that the school hasn't addressed despite multiple reports.""",concern,jumping to conclusions (previous),parenting crisis,Recognition of behavior as communication rather than defiance,Create safety plan with child while engaging appropriate school authorities,Family-school crisis intervention,Protection motivation,Reframed understanding of child's behavior,Parental communication reassessment,School system inadequacy,Shifted attention from discipline to support,Creation of parental advocacy memory,Diminished trust in school protection systems,Integration with parenting challenges,Advocacy-oriented decision making,Adaptation to child's hidden struggle,Protective parent identity activation,Child protection situation,Child safety valued,teenager locked room refused talk discovered theyd skipping school finally got open shared theyve experiencing intense bullying school hasnt addressed despite multiple report,174,23,0.05,0.625,Positive,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-14,0,0,1,0,0,2,0,['overgeneralization'],1
"""After being diagnosed with ADHD at age 45, I've been reviewing my entire life through this new lens. So many past failures and struggles now make sense, but I'm also mourning all the lost potential and opportunities.""",bittersweet revelation,mental filter,health realization,Recognition of explanatory framework without reducing entire life experience to diagnosis,Implement supportive strategies while reframing past experiences constructively,Self-understanding transformation process,Integration motivation,Biographical reinterpretation perception,Self-understanding seeking,Medical diagnosis impact,Retrospective life review attention,Creation of identity reframing memory,Increased trust in self-understanding,Reinterpretation of life history,Accommodation-oriented decision making,Adaptation to diagnostic framework,Neurodivergent identity integration,Late diagnosis situation,Mental health understanding valued,diagnosed adhd age ive reviewing entire life new lens many past failure struggle make sense im also mourning lost potential opportunity,135,21,0.011616161616161616,0.5215909090909091,Positive,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-15,0,0,0,0,0,4,0,['none detected'],0
"""I decided to move across the country for my dream job, leaving behind friends, family, and my long-term partner who couldn't relocate. Six months in, I'm excelling professionally but profoundly lonely and questioning if career success is worth such personal sacrifice.""",ambivalence,emotional reasoning,life transition,Recognition of genuine tradeoffs without assuming current feelings predict future adjustment,Invest in building new social connections while maintaining meaningful distance relationships,Life priority reassessment process,Achievement/belonging conflict motivation,Life value hierarchy perception,Career advancement discipline,Geographic separation impact,Divided attention between professional and personal domains,Creation of life transition memory,Increased trust in professional capabilities,Limited experience with geographical transitions,Values-clarification decision making,Adaptation to social environment change,Professional/personal identity negotiation,Relocation adjustment situation,Career mobility valued,decided move across country dream job leaving behind friend family longterm partner couldnt relocate six month im excelling professionally profoundly lonely questioning career success worth personal sacrifice,208,27,0.019999999999999997,0.36,Positive,0,1,0.0,0.0,0.0,0.27180748893456597,0.0,0.0,0.0,0.0,0.5510052863261107,0.561093532057193,0.0,0.0,0.0,0.55469623370215,0.0,0.0,2026-04-16,0,0,1,0,0,1,0,['overgeneralization'],1
"""After losing my job during company layoffs last month, I've sent out over 100 applications without receiving a single interview. My savings are running low, and I'm starting to believe I'll never find employment again.""",despair,fortune telling,career crisis,Recognition of challenging market conditions without predicting permanent unemployment,Adjust application strategy while expanding networking efforts and considering interim options,Employment search challenge,Survival motivation,Career threat perception,Job application persistence,Economic downturn impact,Narrowing attention to job search,Creation of career disruption memory,Diminished trust in economic stability,Integration with previous career transitions,Necessity-driven decision making,Adaptation to employment insecurity,Worker identity threatened,Prolonged unemployment situation,Economic stability valued,losing job company layoff last month ive sent application without receiving single interview saving running low im starting believe ill never find employment,157,23,-0.11428571428571428,0.33619047619047615,Negative,1,0,0.0,0.5784215169759155,0.0,0.3608790159075516,0.0,0.0,0.0,0.0,0.7315701501406943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-17,0,0,0,0,0,0,0,['catastrophizing'],1
"""My spouse forgot our anniversary for the third year in a row, despite my numerous hints and reminders leading up to the date. I feel completely unimportant and invisible in our relationship.""",hurt,labeling,relationship disappointment,Recognition of legitimate disappointment without globalizing to relationship worth,Communicate importance directly rather than through hints while expressing specific impact,Relationship communication challenge,Validation motivation,Relationship priority perception,Indirect communication pattern,Anniversary significance expectations,Focused attention on pattern of oversight,Creation of relational disappointment memory,Diminished trust in partner attentiveness,Pattern recognition from relationship history,Direct communication decision making,Adaptation to communication misalignment,Valued partner identity threatened,Missed recognition situation,Relationship milestone acknowledgment valued,spouse forgot anniversary third year row despite numerous hint reminder leading date feel completely unimportant invisible relationship,135,17,-0.13333333333333333,0.48333333333333334,Negative,0,0,0.0,0.0,0.0,0.0,0.5435133866092134,0.0,0.0,0.0,0.0,0.0,0.8394004995093723,0.0,0.0,0.0,0.0,0.0,2026-04-18,0,0,0,0,0,2,0,['none detected'],0
"""After years of debilitating social anxiety, I attended my first group gathering and actively participated in conversations. Though physically exhausted afterward, I feel a sense of breakthrough in reclaiming parts of life I'd previously surrendered.""",triumph,none,mental health progress,Recognition of significant personal victory requiring continued practice,Continue gradual exposure while developing sustainable recovery strategies,Anxiety management milestone,Freedom motivation,Personal capability expansion perception,Social avoidance interruption,Supportive environment influence,Balanced self-monitoring during social interaction,Creation of personal victory memory,Increased trust in recovery possibility,Integration with anxiety management journey,Growth-oriented decision making,Successful navigation of anxiety trigger,Social self identity emerging,Social anxiety confrontation situation,Personal growth valued,year debilitating social anxiety attended first group gathering actively participated conversation though physically exhausted afterward feel sense breakthrough reclaiming part life id previously surrendered,207,24,-0.08333333333333333,0.37333333333333335,Negative,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-19,0,0,1,0,0,2,0,['overgeneralization'],1
"""I just learned that my retirement fund has lost 40% of its value due to market conditions. I'm supposed to retire next year, and now I'll likely need to work for several more years instead.""",shock,should statements,financial crisis,Recognition of significant setback without rigid expectations about retirement timing,Consult financial advisor while exploring flexible transition options,Retirement plan disruption,Security motivation,Financial vulnerability perception,Financial planning reassessment,Economic system volatility,Urgent attention to financial recalibration,Creation of financial setback memory,Diminished trust in market stability,Limited experience with market downturns,Risk-mitigation decision making,Adaptation to financial uncertainty,Retiree identity delayed,Economic downturn situation,Retirement security valued,learned retirement fund lost value due market condition im supposed retire next year ill likely need work several year instead,126,20,-0.125,0.475,Negative,0,0,0.0,0.0,0.0,0.35133426279692687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5834963389550836,0.0,0.7321859451061282,0.0,2026-04-20,0,0,0,0,0,2,0,['none detected'],0
"""My child was just diagnosed with a learning disability. While I'm concerned about their academic future, I'm also relieved to finally have an explanation for their struggles and a path forward with appropriate support.""",relief,none,parenting challenge,Recognition of diagnosis as enabling support rather than limiting potential,Research appropriate interventions while advocating for educational accommodations,Child development understanding milestone,Nurturing motivation,Educational pathway clarification perception,Educational advocacy activation,Professional diagnosis influence,Focused attention on support resources,Creation of parental guidance memory,Increased trust in intervention possibilities,Limited experience with learning differences,Support-oriented decision making,Adaptation to child's learning needs,Advocate parent identity emerging,Educational intervention situation,Educational inclusion valued,child diagnosed learning disability im concerned academic future im also relieved finally explanation struggle path forward appropriate support,143,18,0.125,0.40625,Positive,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-21,0,0,0,0,0,1,0,['overgeneralization'],1
"""I trusted my closest friend with a deeply personal secret, only to discover they shared it with multiple people. Their betrayal has left me questioning whether I can ever fully trust anyone again.""",betrayal,overgeneralization,friendship violation,Recognition of significant trust violation without globalizing to all relationships,Set clear boundaries with this friend while being selectively vulnerable with others,Trust recalibration process,Self-protection motivation,Relationship safety reassessment perception,Vulnerability reassessment,Friendship expectation violation,Heightened attention to trust signals,Creation of betrayal memory,Diminished trust in friendship reliability,Integration with previous relationship experiences,Cautious disclosure decision making,Adaptation to trust violation,Trusting person identity challenged,Confidentiality breach situation,Interpersonal loyalty valued,trusted closest friend deeply personal secret discover shared multiple people betrayal left questioning whether ever fully trust anyone,135,18,-0.1,0.25,Negative,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-22,0,0,1,0,0,2,0,['none detected'],0
"""After years of struggling financially, my small business finally became profitable this quarter. For the first time, I feel validation that taking this entrepreneurial risk might actually lead to sustainable success.""",cautious optimism,discounting positives (previous),career development,Recognition of meaningful progress while acknowledging continued effort required,Analyze successful strategies while establishing sustainable growth practices,Business viability milestone,Persistence validation motivation,Business sustainability perception,Entrepreneurial perseverance,Market response validation,Expanded attention to growth possibilities,Creation of business breakthrough memory,Increased trust in business model,Integration with entrepreneurial journey,Strategic expansion decision making,Adaptation to business momentum,Successful entrepreneur identity emerging,Business breakthrough situation,Entrepreneurial perseverance valued,year struggling financially small business finally became profitable quarter first time feel validation taking entrepreneurial risk might actually lead sustainable success,171,21,0.06,0.36666666666666664,Positive,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-04-23,0,0,0,0,0,2,0,['overgeneralization'],1
